County,Population,Firearm Homicide,Total Homicide,Firearm Suicides,Total Suicides,Poverty %,Poverty % (U18),MedHHInc,PopDen
"Prentiss County, MS",278242.0,10.0,18.0,36.0,48.0,16.5,22.0,"49,750",23.5949236
"Preston County, WV",370750.0,10.0,23.0,49.0,69.0,14.3,19.5,"57,174",20.13604234
"Prince Edward County, VA",253380.0,,10.0,27.0,34.0,18.7,25.1,"51,239",25.32667924
"Prince George County, VA",412444.0,12.0,14.0,35.0,65.0,10.4,12.7,"79,710",55.13934016
"Prince George's County, MD",9868889.0,761.0,1039.0,274.0,607.0,11.5,15.7,"89,689",724.9258165
"Prince William County, VA",4919804.0,74.0,117.0,207.0,442.0,6.4,8.4,"116,354",525.2628815
"Providence County, RI",6958338.0,139.0,231.0,172.0,712.0,14.3,21.0,"66,610",598.297855
"Pueblo County, CO",1804751.0,92.0,134.0,240.0,455.0,16.2,19.4,"56,311",26.6484169
"Pulaski County, AR",4299427.0,530.0,679.0,433.0,708.0,17.6,24.9,"53,597",200.1765891
"Pulaski County, GA",125735.0,10.0,11.0,14.0,22.0,20.9,30.8,"45,594",17.49578798
"Pulaski County, KY",705364.0,20.0,27.0,89.0,131.0,19.1,25.4,"45,532",37.61562899
"Pulaski County, MO",581156.0,10.0,42.0,67.0,93.0,12.7,14.2,"58,046",37.11399762
"Pulaski County, VA",377791.0,11.0,16.0,42.0,72.0,13.5,20.0,"53,111",41.32659225
"Putnam County, FL",807651.0,47.0,63.0,112.0,172.0,26.3,41.1,"38,759",38.59923128
"Putnam County, GA",237332.0,,10.0,28.0,44.0,16.2,27.8,"55,826",24.08701172
"Putnam County, IN",414300.0,,12.0,56.0,89.0,12.0,15.1,"61,223",30.17790917
"Putnam County, TN",834373.0,16.0,27.0,99.0,152.0,13.7,17.9,"52,138",73.5806145
"Putnam County, WV",621490.0,,11.0,57.0,93.0,10.1,12.3,"66,946",63.27692094
"Quay County, NM",93828.0,10.0,15.0,19.0,35.0,22.3,33.7,"35,776",1.124899084
"Queen Anne's County, MD",541470.0,10.0,16.0,40.0,75.0,8.0,10.5,"94,583",51.26963696
"Queens County, NY",25158467.0,431.0,782.0,194.0,1631.0,13.6,17.0,"72,807",8158.437153
"Quitman County, MS",82343.0,,11.0,,,33.8,49.7,"31,877",7.02780924
"Racine County, WI",2150785.0,43.0,63.0,151.0,324.0,12.4,18.2,"69,021",226.8381087
"Raleigh County, WV",843749.0,46.0,68.0,121.0,181.0,22.0,25.8,"42,525",48.62138983
"Ramsey County, MN",5878047.0,161.0,232.0,260.0,716.0,13.0,18.0,"70,485",1373.486689
"Randall County, TX",1434947.0,21.0,40.0,160.0,285.0,9.1,10.8,"72,082",56.08887126
"Randolph County, AL",250026.0,18.0,20.0,44.0,55.0,21.5,30.1,"45,889",15.0131423
"Randolph County, IL",358687.0,,14.0,28.0,55.0,15.0,20.3,"58,694",21.84206736
"Randolph County, MO",275060.0,,10.0,38.0,57.0,15.3,20.0,"48,560",19.952522
"Randolph County, NC",1573003.0,33.0,55.0,179.0,280.0,13.5,21.1,"57,088",70.55487528
"Rankin County, MS",1641816.0,62.0,81.0,170.0,237.0,10.8,14.3,"71,478",75.29564324
"Rapides Parish, LA",1446561.0,122.0,174.0,135.0,229.0,19.9,27.9,"47,316",38.46738735
"Ravalli County, MT",461136.0,,14.0,97.0,147.0,9.5,14.7,"60,030",6.766403778
"Reno County, KS",697121.0,,17.0,70.0,125.0,13.1,15.5,"52,121",19.40502446
"Rensselaer County, NY",1754673.0,22.0,54.0,69.0,190.0,12.3,16.9,"74,106",94.3461432
"Richland County, OH",1340920.0,31.0,49.0,112.0,186.0,13.4,19.1,"51,733",94.59562525
"Richland County, SC",4445850.0,364.0,459.0,329.0,559.0,17.0,19.6,"56,940",208.1441279
"Richland Parish, LA",225873.0,16.0,20.0,21.0,23.0,25.0,34.3,"39,804",14.22468189
"Richmond County, GA",2219115.0,244.0,328.0,176.0,295.0,21.4,33.8,"47,816",239.8436152
"Richmond County, NC",501237.0,32.0,51.0,40.0,68.0,26.2,40.2,"42,158",36.83225335
"Richmond County, NY",5213505.0,83.0,161.0,69.0,354.0,11.9,16.5,"84,744",3182.469323
"Richmond city, VA",2413959.0,386.0,449.0,125.0,265.0,21.1,32.0,"52,011",1442.146687
"Riley County, KS",814107.0,10.0,18.0,47.0,90.0,17.6,12.4,"57,144",47.68079694
"Rio Arriba County, NM",435971.0,37.0,58.0,51.0,97.0,20.4,26.0,"47,042",2.58946426
"Ripley County, MO",151452.0,,13.0,19.0,29.0,23.4,33.0,"37,865",8.398043917
"Riverside County, CA",25902347.0,738.0,1111.0,1103.0,2856.0,11.6,16.0,"78,690",127.6881106
"Roane County, TN",586309.0,12.0,19.0,88.0,148.0,13.1,19.5,"56,355",56.61751473
"Roanoke County, VA",1030264.0,23.0,30.0,108.0,175.0,8.1,8.7,"73,438",144.2166524
"Roanoke city, VA",1086623.0,82.0,112.0,104.0,210.0,17.9,27.4,"47,545",904.6484086
"Robertson County, TN",758794.0,28.0,41.0,88.0,149.0,10.5,13.3,"67,539",56.21051169
"Robertson County, TX",185019.0,12.0,16.0,15.0,23.0,16.9,24.9,"50,816",7.626248593
"Robeson County, NC",1467275.0,282.0,333.0,114.0,184.0,27.9,36.0,"38,613",54.3898503
"Rock County, WI",1777712.0,38.0,56.0,121.0,295.0,10.1,14.4,"66,383",86.97423732
"Rock Island County, IL",1597868.0,36.0,100.0,82.0,234.0,16.5,23.2,"58,171",131.2377894
"Rockcastle County, KY",185335.0,11.0,13.0,21.0,24.0,21.3,29.1,"43,378",20.52438963
"Rockdale County, GA",972425.0,64.0,79.0,63.0,113.0,13.6,22.7,"65,746",264.7460085
"Rockingham County, NC",1010351.0,55.0,76.0,89.0,157.0,18.1,26.5,"46,868",62.30119042
"Rockingham County, NH",3330648.0,13.0,32.0,224.0,508.0,4.6,4.9,"104,281",169.417981
"Rockingham County, VA",870308.0,10.0,16.0,84.0,133.0,8.3,10.6,"72,392",36.09542556
"Rockland County, NY",3548765.0,20.0,56.0,64.0,230.0,15.2,26.3,"98,054",720.588009
"Rockwall County, TX",1012789.0,15.0,21.0,81.0,129.0,5.1,6.9,"120,696",284.441672
"Rogers County, OK",993447.0,24.0,33.0,103.0,173.0,9.7,11.8,"69,436",51.89825915
"Rolette County, ND",158204.0,,13.0,22.0,36.0,27.2,30.8,"47,394",6.243389729
"Roosevelt County, MT",121242.0,,18.0,17.0,47.0,25.3,31.4,"47,266",1.841367561
"Roosevelt County, NM",212844.0,11.0,13.0,19.0,33.0,21.1,26.9,"46,977",3.01756389
"Rosebud County, MT",101432.0,,10.0,22.0,37.0,17.6,24.2,"61,331",0.713128729
"Ross County, OH",850311.0,12.0,25.0,83.0,148.0,18.9,26.5,"53,068",43.16614992
"Rowan County, KY",264129.0,,10.0,23.0,29.0,20.9,25.5,"52,451",33.80245019
"Rowan County, NC",1537144.0,81.0,117.0,160.0,274.0,17.0,23.6,"56,441",105.3842697
"Rusk County, TX",590475.0,27.0,32.0,66.0,99.0,16.8,23.8,"53,186",22.3942854
"Russell County, AL",633388.0,78.0,89.0,76.0,107.0,21.7,31.0,"44,849",35.05587426
"Russell County, VA",304668.0,,11.0,42.0,58.0,18.4,24.0,"45,254",22.34797874
"Rutherford County, NC",736520.0,18.0,27.0,83.0,138.0,17.5,25.3,"44,477",45.43057632
"Rutherford County, TN",3296370.0,112.0,150.0,274.0,439.0,8.7,10.6,"77,942",191.4947533
"Rutland County, VT",657268.0,,14.0,74.0,126.0,10.5,13.4,"59,916",24.61284762
"Sabine Parish, LA",265418.0,13.0,21.0,43.0,54.0,19.7,28.6,"44,952",10.73135837
"Sacramento County, CA",16447760.0,711.0,999.0,853.0,2169.0,13.0,16.9,"79,611",603.8906191
"Saginaw County, MI",2137938.0,184.0,219.0,144.0,269.0,20.7,30.3,"50,992",92.98590075
"Salem County, NJ",705491.0,33.0,51.0,46.0,100.0,12.0,19.2,"69,844",73.69160463
"Salem city, VA",278642.0,,11.0,34.0,58.0,10.5,13.6,"60,740",678.6850398
"Saline County, AR",1281924.0,27.0,42.0,152.0,222.0,8.5,12.1,"68,107",62.97248504
"Saline County, KS",607051.0,14.0,31.0,56.0,106.0,12.9,15.1,"57,643",29.47167687
"Salt Lake County, UT",12156849.0,222.0,354.0,1201.0,2553.0,8.8,8.9,"80,676",583.1622532
"Saluda County, SC",221801.0,11.0,14.0,22.0,28.0,16.5,23.7,"50,440",17.30521151
"Sampson County, NC",700131.0,48.0,58.0,42.0,65.0,20.4,29.2,"48,267",25.95007128
"San Benito County, CA",651008.0,15.0,26.0,23.0,52.0,8.9,11.1,"95,187",16.52008807
"San Bernardino County, CA",23349394.0,1056.0,1475.0,1086.0,2414.0,13.2,17.1,"74,218",41.10128555
"San Diego County, CA",35856204.0,538.0,995.0,1677.0,4526.0,10.7,12.3,"90,756",302.9941503
"San Francisco County, CA",9385361.0,301.0,474.0,175.0,971.0,11.4,11.7,"119,776",7168.190471
"San Jacinto County, TX",304535.0,19.0,24.0,36.0,54.0,17.3,27.7,"52,302",18.86888102
"San Joaquin County, CA",7992122.0,631.0,794.0,346.0,850.0,12.3,15.7,"79,598",203.0389818
"San Juan County, NM",1370116.0,48.0,132.0,183.0,370.0,24.3,32.2,"49,977",8.919493131
"San Luis Obispo County, CA",3068999.0,19.0,55.0,267.0,562.0,13.1,13.8,"79,688",32.9240586
"San Mateo County, CA",8286693.0,128.0,183.0,226.0,719.0,6.8,6.5,"131,151",659.1746544
"San Miguel County, NM",309852.0,13.0,31.0,39.0,74.0,21.4,29.7,"43,564",2.292482223
"San Patricio County, TX",731101.0,22.0,33.0,68.0,110.0,16.4,24.1,"58,227",37.33092318
"Sandoval County, NM",1540348.0,43.0,78.0,186.0,323.0,9.4,11.3,"72,545",14.64948722
"Sandusky County, OH",656337.0,10.0,16.0,57.0,90.0,13.1,18.0,"54,399",56.05385903
"Sangamon County, IL",2170287.0,84.0,124.0,131.0,312.0,14.4,20.9,"68,476",87.89318766
"Santa Barbara County, CA",4835268.0,84.0,151.0,209.0,577.0,15.2,16.8,"83,185",62.63967412
"Santa Clara County, CA",20733296.0,304.0,522.0,525.0,1716.0,6.9,7.4,"141,161",574.8383699
"Santa Cruz County, AZ",514337.0,,20.0,25.0,47.0,20.4,30.8,"49,216",14.54108112
"Santa Cruz County, CA",2976788.0,71.0,108.0,146.0,447.0,10.6,12.3,"90,370",237.464658
"Santa Fe County, NM",1630227.0,52.0,89.0,192.0,388.0,12.3,17.9,"67,311",30.10170894
"Santa Rosa County, FL",1853116.0,43.0,68.0,227.0,383.0,8.9,12.0,"80,837",65.00332156
"Sarasota County, FL",4476361.0,99.0,138.0,471.0,945.0,8.6,13.3,"71,630",285.7580921
"Saratoga County, NY",2484903.0,,25.0,113.0,298.0,7.7,8.8,"87,154",108.3842223
"Sarpy County, NE",1925443.0,20.0,34.0,95.0,190.0,5.5,6.0,"88,913",289.1498948
"Schenectady County, NY",1706706.0,34.0,61.0,57.0,172.0,12.9,18.3,"72,357",292.3099656
"Schuylkill County, PA",1590449.0,15.0,76.0,203.0,332.0,12.8,17.4,"57,868",71.18503147
"Scioto County, OH",846669.0,27.0,48.0,66.0,120.0,23.9,32.2,"43,981",48.32494083
"Scotland County, NC",389829.0,53.0,64.0,21.0,35.0,24.4,35.0,"44,060",42.66062983
"Scott County, AR",117157.0,,10.0,16.0,21.0,17.3,29.5,"39,974",4.518266116
"Scott County, IA",1879441.0,36.0,66.0,145.0,304.0,12.9,16.0,"66,443",145.2145154
"Scott County, IN",262526.0,12.0,15.0,24.0,37.0,14.4,20.9,"54,747",48.14793346
"Scott County, KY",578380.0,13.0,18.0,59.0,81.0,9.5,12.4,"71,961",73.33424745
"Scott County, MN",1552790.0,14.0,22.0,73.0,145.0,4.6,5.7,"108,730",155.3858522
"Scott County, MO",426979.0,18.0,25.0,43.0,90.0,15.9,23.1,"49,257",35.6039403
"Scott County, MS",311000.0,35.0,43.0,26.0,37.0,19.1,28.0,"41,496",18.00808841
"Scott County, TN",242646.0,10.0,12.0,37.0,54.0,22.4,29.2,"40,788",15.92424879
"Scotts Bluff County, NE",400243.0,,11.0,28.0,62.0,13.6,17.9,"53,206",18.93133088
"Screven County, GA",155562.0,15.0,16.0,15.0,16.0,20.3,31.9,"45,061",8.364521574
"Sebastian County, AR",1401143.0,41.0,79.0,129.0,231.0,19.5,23.4,"49,170",92.52384261
"Sedgwick County, KS",5604360.0,277.0,362.0,523.0,970.0,13.3,16.6,"60,540",198.2078776
"Seminole County, FL",4938295.0,144.0,191.0,342.0,644.0,9.4,11.2,"70,470",567.9030651
"Seminole County, GA",93970.0,10.0,12.0,10.0,15.0,23.3,36.9,"41,917",13.71390191
"Seminole County, OK",275788.0,16.0,23.0,37.0,54.0,20.1,23.6,"42,053",15.29614109
"Seneca County, NY",382462.0,,10.0,19.0,49.0,13.4,20.5,"60,985",41.28321835
"Sequoyah County, OK",456691.0,18.0,30.0,47.0,88.0,19.6,26.2,"43,293",23.7180228
"Sevier County, TN",1048190.0,10.0,16.0,125.0,206.0,13.2,19.2,"51,771",62.74662472
"Seward County, KS",248948.0,,11.0,16.0,34.0,13.7,16.1,"61,897",13.69716362
"Oglala Lakota County, SD",155607.0,,31.0,,77.0,43.5,41.4,"35,046",2.643662271
"Sharkey County, MS",50392.0,,10.0,,,35.1,53.1,"32,650",4.03434357
"Sharp County, AR",189347.0,,10.0,29.0,46.0,18.3,28.4,"39,183",10.88689047
"Shasta County, CA",1970599.0,53.0,97.0,255.0,493.0,14.0,18.0,"60,187",18.31466417
"Shawnee County, KS",1958534.0,140.0,182.0,198.0,381.0,14.6,16.4,"56,625",126.5335231
"Sheboygan County, WI",1268253.0,,15.0,75.0,180.0,8.7,10.7,"64,133",86.95694423
"Shelby County, AL",2292574.0,54.0,76.0,229.0,326.0,7.7,9.1,"85,457",103.8590388
"Shelby County, IN",489942.0,,14.0,53.0,94.0,9.9,13.7,"64,528",41.6959742
"Shelby County, KY",504461.0,12.0,18.0,53.0,70.0,9.4,12.2,"72,524",47.56735556
"Shelby County, TN",10300344.0,1850.0,2134.0,668.0,1041.0,18.0,23.9,"54,931",473.7972806
"Shelby County, TX",280647.0,17.0,26.0,36.0,47.0,19.6,29.2,"43,244",12.36456287
"Shenandoah County, VA",473178.0,,12.0,54.0,87.0,9.8,14.9,"65,308",32.71150971
"Sheridan County, WY",329807.0,,11.0,63.0,92.0,9.5,10.5,"63,745",4.592168052
"Silver Bow County, MT",381054.0,,11.0,72.0,127.0,13.0,16.8,"52,495",18.72154978
"Simpson County, KY",197795.0,,11.0,18.0,30.0,13.6,20.8,"58,531",29.77797972
"Simpson County, MS",298286.0,18.0,23.0,30.0,39.0,21.3,31.6,"43,757",17.7419576
"Siskiyou County, CA",482506.0,12.0,28.0,80.0,121.0,16.8,23.3,"50,069",2.677418441
"Skagit County, WA",1351780.0,24.0,40.0,110.0,224.0,11.6,14.8,"72,831",27.65011534
"Smith County, MS",177434.0,10.0,16.0,26.0,30.0,17.0,24.1,"48,335",9.747403215
"Smith County, TX",2447569.0,86.0,109.0,286.0,443.0,13.0,17.8,"62,903",94.28252666
"Smyth County, VA",343016.0,14.0,18.0,55.0,71.0,17.5,23.2,"42,303",26.56904103
"Snohomish County, WA",8503398.0,105.0,187.0,586.0,1241.0,7.2,7.9,"99,650",145.5609686
"Solano County, CA",4769436.0,291.0,371.0,255.0,613.0,10.0,12.6,"87,348",206.0444057
"Somerset County, MD",285552.0,,11.0,17.0,25.0,23.6,30.4,"47,131",31.07787965
"Somerset County, ME",563400.0,10.0,13.0,82.0,131.0,14.8,19.2,"51,040",4.989161243
"Somerset County, NJ",3631463.0,31.0,54.0,67.0,256.0,5.5,6.3,"123,708",422.3190815
"Somerset County, PA",830241.0,,16.0,83.0,129.0,12.9,18.8,"53,770",26.93495636
"Sonoma County, CA",5452670.0,58.0,114.0,298.0,782.0,9.1,10.4,"92,999",122.8269245
"Spalding County, GA",714242.0,43.0,55.0,73.0,112.0,21.3,34.7,"52,902",127.5010942
"Spartanburg County, SC",3309928.0,178.0,237.0,371.0,585.0,13.7,17.1,"60,470",144.4493659
"Spokane County, WA",5446256.0,93.0,176.0,504.0,983.0,11.2,12.2,"65,571",108.9811133
"Spotsylvania County, VA",1433364.0,27.0,37.0,105.0,179.0,7.2,10.5,"100,162",126.3714018
"St. Bernard Parish, LA",483891.0,35.0,43.0,36.0,61.0,21.7,30.9,"46,938",46.73374091
"St. Charles County, MO",4226710.0,63.0,88.0,326.0,587.0,5.3,6.0,"92,029",268.6522511
"St. Charles Parish, LA",580790.0,32.0,42.0,47.0,75.0,11.8,17.2,"70,224",73.29353389
"St. Clair County, AL",958466.0,29.0,50.0,128.0,180.0,12.8,16.8,"63,015",53.370584
"St. Clair County, IL",2909938.0,388.0,447.0,182.0,322.0,13.3,20.2,"66,422",154.6589893
"St. Clair County, MI",1762443.0,18.0,37.0,144.0,313.0,11.1,16.7,"61,466",85.4121096
"St. Croix County, WI",963662.0,,10.0,68.0,138.0,5.4,5.6,"94,629",46.98626536
"St. Francis County, AR",292075.0,34.0,52.0,16.0,29.0,32.2,42.2,"36,781",15.99262769
"St. Francois County, MO",729272.0,25.0,44.0,74.0,128.0,18.0,23.0,"48,557",56.68575765
"St. Helena Parish, LA",116634.0,14.0,18.0,13.0,20.0,25.3,37.9,"41,937",9.842380269
"St. James Parish, LA",236349.0,26.0,29.0,11.0,20.0,17.0,23.3,"60,466",34.13874236
"St. John the Baptist Parish, LA",482644.0,87.0,104.0,28.0,43.0,16.8,27.3,"58,548",78.26893586
"St. Johns County, FL",2518803.0,47.0,70.0,273.0,484.0,6.3,6.6,"94,662",151.366953
"St. Joseph County, IN",2956399.0,156.0,214.0,217.0,414.0,14.3,18.6,"59,325",227.030765
"St. Joseph County, MI",670810.0,,14.0,62.0,117.0,12.4,17.3,"58,400",46.96898707
"St. Landry Parish, LA",915317.0,85.0,114.0,117.0,175.0,26.3,34.4,"39,806",34.87325247
"St. Lawrence County, NY",1212869.0,,16.0,64.0,130.0,15.0,19.5,"55,531",15.78810561
"St. Louis County, MN",2200062.0,17.0,41.0,210.0,416.0,13.8,13.8,"64,321",12.36461145
"St. Louis County, MO",10985243.0,1170.0,1323.0,790.0,1524.0,10.5,13.2,"72,507",759.9012477
"St. Louis city, MO",3428144.0,1251.0,1367.0,223.0,435.0,21.5,33.0,"49,246",1946.488522
"St. Lucie County, FL",3325081.0,160.0,204.0,289.0,531.0,11.4,18.4,"62,378",206.3889596
"St. Martin Parish, LA",586073.0,40.0,63.0,62.0,102.0,18.4,26.4,"49,271",28.15151992
"St. Mary Parish, LA",572590.0,36.0,51.0,56.0,75.0,22.9,32.2,"42,757",35.95261205
"St. Mary's County, MD",1219165.0,21.0,30.0,79.0,145.0,7.8,10.1,"106,539",120.0551638
"St. Tammany Parish, LA",2740133.0,91.0,130.0,275.0,464.0,12.7,17.1,"68,616",115.0206595
"Stafford County, VA",1564829.0,30.0,43.0,93.0,182.0,5.4,6.7,"116,569",206.5466381
"Stanislaus County, CA",5890592.0,214.0,308.0,257.0,626.0,14.1,19.4,"73,151",139.1865627
"Stanly County, NC",674129.0,24.0,31.0,73.0,111.0,14.5,20.7,"57,465",59.71835464
"Stark County, OH",4109980.0,151.0,208.0,370.0,709.0,12.8,17.0,"59,205",250.6435257
"Starr County, TX",695011.0,31.0,34.0,30.0,53.0,31.6,40.6,"33,535",20.16843813
"Staunton city, VA",268675.0,,13.0,27.0,42.0,12.0,17.5,"54,508",473.9327215
"Stearns County, MN",1709146.0,14.0,29.0,107.0,218.0,13.5,15.0,"67,213",45.09063611
"Stephens County, GA",284483.0,13.0,15.0,40.0,55.0,16.7,24.1,"47,909",55.33657684
"Stephens County, OK",485947.0,11.0,20.0,55.0,106.0,18.9,24.6,"49,840",19.51390969
"Stephenson County, IL",504917.0,16.0,19.0,27.0,60.0,12.1,19.4,"56,263",31.07125531
"Steuben County, NY",1070814.0,,16.0,76.0,150.0,13.7,18.4,"57,584",26.91291732
"Stevens County, WA",487948.0,,14.0,80.0,112.0,13.6,20.1,"60,180",6.890758741
"Stokes County, NC",509399.0,15.0,20.0,66.0,105.0,13.1,19.1,"57,763",39.47323116
"Stone County, MO",348289.0,10.0,15.0,57.0,89.0,14.6,24.2,"53,039",26.2325202
"Stone County, MS",199134.0,,11.0,20.0,29.0,16.6,24.9,"51,353",15.92563533
"Story County, IA",1040896.0,,15.0,45.0,107.0,17.9,8.2,"65,137",65.34233437
"Strafford County, NH",1396438.0,10.0,21.0,91.0,204.0,8.9,10.0,"91,928",134.7083877
"Suffolk County, MA",8493169.0,440.0,561.0,72.0,529.0,18.5,25.1,"77,163",5248.519833
"Suffolk County, NY",16413235.0,195.0,380.0,439.0,1516.0,6.4,7.5,"112,681",630.0681534
"Suffolk city, VA",972107.0,44.0,51.0,62.0,114.0,10.6,13.7,"78,090",86.24469607
"Sullivan County, IN",230705.0,,10.0,20.0,40.0,16.2,20.6,"47,606",17.95244612
"Sullivan County, NY",835743.0,12.0,24.0,63.0,129.0,17.1,27.8,"57,017",29.99485049
"Sullivan County, TN",1730057.0,37.0,58.0,201.0,322.0,17.1,25.3,"49,489",146.3852856
"Summers County, WV",145392.0,,11.0,22.0,31.0,24.8,29.9,"40,704",13.93929225
"Summit County, OH",5951484.0,313.0,417.0,422.0,896.0,12.5,16.1,"63,191",506.7518997
"Sumner County, TN",1945638.0,47.0,76.0,206.0,313.0,8.6,10.4,"71,268",130.8924075
"Sumter County, AL",143368.0,16.0,21.0,11.0,15.0,35.1,48.1,"29,490",5.547014404
"Sumter County, FL",1282446.0,24.0,36.0,106.0,195.0,9.5,25.6,"69,707",83.85731716
"Sumter County, GA",339034.0,27.0,35.0,32.0,41.0,27.9,39.7,"39,008",24.26936641
"Sumter County, SC",1180326.0,100.0,124.0,92.0,124.0,20.0,27.2,"48,286",62.11476628
"Sunflower County, MS",297648.0,53.0,68.0,14.0,26.0,38.7,58.5,"34,017",14.68138043
"Surry County, NC",799460.0,25.0,36.0,100.0,166.0,16.1,21.1,"51,820",52.1554812
"Susquehanna County, PA",457886.0,10.0,14.0,56.0,91.0,12.0,17.4,"56,995",19.38256646
"Sussex County, DE",2384704.0,42.0,66.0,167.0,320.0,11.5,18.9,"70,500",90.54899837
"Sussex County, NJ",1585291.0,10.0,18.0,75.0,197.0,6.1,7.3,"99,695",105.9174896
"Sutter County, CA",1055800.0,36.0,51.0,72.0,146.0,15.5,22.3,"63,246",61.43488729
"Suwannee County, FL",480138.0,18.0,27.0,68.0,97.0,20.6,28.4,"46,284",24.63015902
"Swain County, NC",156266.0,,13.0,23.0,30.0,17.4,25.8,"47,838",10.42865887
"Sweetwater County, WY",483887.0,,10.0,99.0,133.0,9.2,9.7,"74,677",1.633614807
"Talladega County, AL",888956.0,87.0,108.0,100.0,137.0,19.1,27.1,"47,331",42.21915736
"Tallahatchie County, MS",160259.0,19.0,22.0,,17.0,33.7,42.8,"35,671",8.59369213
"Tallapoosa County, AL",450024.0,31.0,35.0,55.0,71.0,18.3,27.9,"47,444",21.89695846
"Taney County, MO",597738.0,,16.0,64.0,105.0,15.6,22.4,"47,210",33.41085262
"Tangipahoa Parish, LA",1416832.0,115.0,148.0,133.0,196.0,17.8,25.4,"51,596",63.67638823
"Taos County, NM",361670.0,28.0,39.0,59.0,104.0,18.6,29.2,"45,626",5.76565773
"Tarrant County, TX",21760541.0,868.0,1189.0,1486.0,2578.0,11.6,15.3,"71,399",903.0520092
"Tate County, MS",313229.0,22.0,25.0,36.0,42.0,14.9,20.6,"54,882",27.17935372
"Tattnall County, GA",279039.0,,20.0,25.0,48.0,28.0,33.8,"44,225",20.35864747
"Taylor County, FL",244737.0,16.0,24.0,35.0,46.0,20.1,28.6,"47,083",8.177839655
"Taylor County, KY",277154.0,,14.0,28.0,40.0,17.6,25.0,"50,258",36.96236602
"Taylor County, TX",1490744.0,45.0,70.0,160.0,271.0,17.9,20.6,"53,820",57.50100154
"Taylor County, WV",185801.0,,10.0,21.0,33.0,16.0,19.3,"51,580",37.88144123
"Tazewell County, IL",1476682.0,10.0,34.0,88.0,195.0,9.3,12.4,"65,427",79.94877325
"Tazewell County, VA",469739.0,15.0,23.0,58.0,93.0,19.6,27.8,"40,728",31.31740226
"Tehama County, CA",700598.0,23.0,39.0,82.0,139.0,15.6,20.6,"53,654",8.296818814
"Telfair County, GA",177886.0,,13.0,14.0,17.0,30.2,38.3,"38,091",14.22805918
"Terrebonne Parish, LA",1232366.0,96.0,121.0,107.0,163.0,16.9,22.7,"59,482",35.34650913
"Terry County, TX",138481.0,,10.0,,27.0,22.3,31.0,"42,225",5.47981911
"Texas County, MO",282313.0,21.0,26.0,35.0,51.0,22.0,31.6,"41,483",8.419195202
"Texas County, OK",231306.0,,12.0,19.0,27.0,12.9,16.0,"56,229",3.99494895
"Thomas County, GA",492335.0,,12.0,44.0,61.0,19.1,28.9,"50,154",31.7114458
"Thurston County, WA",2991801.0,41.0,72.0,273.0,509.0,9.9,11.7,"81,544",146.7926993
"Tift County, GA",447757.0,34.0,39.0,41.0,52.0,21.4,31.8,"48,717",59.94980729
"Tioga County, PA",457586.0,,11.0,49.0,79.0,13.3,19.4,"56,920",14.03935994
"Tippah County, MS",242571.0,24.0,25.0,36.0,50.0,19.0,28.1,"49,254",18.54515252
"Tippecanoe County, IN",2037632.0,30.0,53.0,114.0,225.0,17.7,14.5,"55,192",146.493852
"Tipton County, TN",676925.0,29.0,40.0,67.0,109.0,13.1,16.9,"62,814",51.75439917
"Titus County, TX",359508.0,,18.0,39.0,55.0,16.0,20.6,"49,513",31.1215268
"Todd County, SD",110192.0,,20.0,13.0,59.0,39.8,48.1,"36,362",2.821118668
"Tolland County, CT",1665722.0,,17.0,74.0,214.0,11.1,9.4,"86,430",142.3296361
"Tom Green County, TX",1278799.0,39.0,53.0,112.0,197.0,13.2,16.5,"60,750",29.7988409
"Tompkins County, NY",1134779.0,,11.0,32.0,129.0,16.2,14.0,"65,402",83.75559012
"Tooele County, UT",711693.0,11.0,16.0,80.0,143.0,5.6,6.0,"90,591",3.625506481
"Toombs County, GA",298653.0,20.0,27.0,21.0,39.0,22.9,33.1,"45,253",28.68971257
"Torrance County, NM",172908.0,,12.0,32.0,53.0,22.7,30.5,"45,684",1.79996145
"Transylvania County, NC",368454.0,,13.0,42.0,77.0,12.5,21.9,"61,737",34.19200208
"Travis County, TX",12880858.0,259.0,419.0,769.0,1590.0,11.2,13.8,"84,519",468.3628628
"Trinity County, CA",143249.0,12.0,16.0,36.0,49.0,19.1,29.2,"45,508",1.562009465
"Troup County, GA",761522.0,56.0,67.0,77.0,112.0,15.6,24.6,"49,557",65.07102644
"Trumbull County, OH",2237956.0,110.0,141.0,224.0,393.0,15.5,22.3,"51,838",126.0650673
"Tulare County, CA",5041279.0,298.0,405.0,212.0,471.0,18.7,24.4,"57,398",36.85265632
"Tulsa County, OK",6965774.0,538.0,688.0,755.0,1332.0,14.7,19.1,"59,232",435.1573978
"Tunica County, MS",112608.0,21.0,27.0,,,26.6,42.0,"37,886",8.636126794
"Tuolumne County, CA",597324.0,,13.0,67.0,132.0,13.2,17.3,"61,396",9.376087587
"Tuscaloosa County, AL",2240409.0,120.0,161.0,198.0,257.0,14.7,18.3,"56,274",60.27841134
"Tuscarawas County, OH",1016514.0,13.0,24.0,90.0,145.0,12.4,16.1,"58,282",62.95821055
"Twin Falls County, ID",907084.0,16.0,23.0,116.0,215.0,13.4,16.5,"57,487",16.80980654
"Tyler County, TX",236937.0,12.0,17.0,33.0,56.0,17.5,23.3,"46,955",8.978519268
