State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Percent, All Ages",Median Household Income
36,081,NY,Queens County,13.6,"72,807"
13,239,GA,Quitman County,24.5,"38,357"
28,119,MS,Quitman County,33.8,"31,877"
13,241,GA,Rabun County,12.5,"58,463"
55,101,WI,Racine County,12.4,"69,021"
51,750,VA,Radford city,25.6,"48,898"
48,379,TX,Rains County,12.8,"57,294"
54,081,WV,Raleigh County,22.0,"42,525"
29,173,MO,Ralls County,9.8,"61,239"
27,123,MN,Ramsey County,13.0,"70,485"
38,071,ND,Ramsey County,12.3,"63,973"
48,381,TX,Randall County,9.1,"72,082"
01,111,AL,Randolph County,21.5,"45,889"
05,121,AR,Randolph County,17.0,"43,484"
13,243,GA,Randolph County,28.1,"34,883"
17,157,IL,Randolph County,15.0,"58,694"
18,135,IN,Randolph County,14.0,"50,809"
29,175,MO,Randolph County,15.3,"48,560"
37,151,NC,Randolph County,13.5,"57,088"
54,083,WV,Randolph County,17.6,"44,451"
28,121,MS,Rankin County,10.8,"71,478"
38,073,ND,Ransom County,8.9,"71,594"
22,079,LA,Rapides Parish,19.9,"47,316"
51,157,VA,Rappahannock County,9.1,"80,098"
30,081,MT,Ravalli County,9.5,"60,030"
20,153,KS,Rawlins County,11.5,"49,823"
29,177,MO,Ray County,10.4,"68,609"
48,383,TX,Reagan County,11.9,"65,162"
48,385,TX,Real County,15.6,"46,907"
27,125,MN,Red Lake County,9.1,"57,208"
48,387,TX,Red River County,18.7,"46,134"
22,081,LA,Red River Parish,23.6,"40,724"
31,145,NE,Red Willow County,10.9,"63,958"
27,127,MN,Redwood County,9.4,"61,480"
48,389,TX,Reeves County,22.2,"46,275"
48,391,TX,Refugio County,15.5,"46,695"
20,155,KS,Reno County,13.1,"52,121"
36,083,NY,Rensselaer County,12.3,"74,106"
27,129,MN,Renville County,10.6,"63,768"
38,075,ND,Renville County,8.5,"66,937"
20,157,KS,Republic County,11.2,"50,131"
29,179,MO,Reynolds County,16.4,"42,611"
47,143,TN,Rhea County,15.8,"50,479"
44,000,RI,Rhode Island,12.1,"73,324"
20,159,KS,Rice County,12.9,"58,384"
27,131,MN,Rice County,9.4,"71,490"
49,033,UT,Rich County,8.0,"70,815"
31,147,NE,Richardson County,11.4,"54,044"
17,159,IL,Richland County,14.2,"56,852"
30,083,MT,Richland County,9.1,"63,148"
38,077,ND,Richland County,10.1,"65,184"
39,139,OH,Richland County,13.4,"51,733"
45,079,SC,Richland County,17.0,"56,940"
55,103,WI,Richland County,13.7,"59,120"
22,083,LA,Richland Parish,25.0,"39,804"
51,760,VA,Richmond city,21.1,"52,011"
13,245,GA,Richmond County,21.4,"47,816"
36,085,NY,Richmond County,11.9,"84,744"
37,153,NC,Richmond County,26.2,"42,158"
51,159,VA,Richmond County,16.9,"53,959"
20,161,KS,Riley County,17.6,"57,144"
19,159,IA,Ringgold County,13.3,"52,849"
35,039,NM,Rio Arriba County,20.4,"47,042"
08,103,CO,Rio Blanco County,10.2,"65,334"
08,105,CO,Rio Grande County,14.4,"52,353"
18,137,IN,Ripley County,8.9,"65,893"
29,181,MO,Ripley County,23.4,"37,865"
54,085,WV,Ritchie County,19.2,"47,873"
06,065,CA,Riverside County,11.6,"78,690"
47,145,TN,Roane County,13.1,"56,355"
54,087,WV,Roane County,18.2,"41,202"
51,770,VA,Roanoke city,17.9,"47,545"
51,161,VA,Roanoke County,8.1,"73,438"
46,109,SD,Roberts County,17.6,"55,666"
48,393,TX,Roberts County,7.4,"73,224"
21,201,KY,Robertson County,18.5,"51,177"
47,147,TN,Robertson County,10.5,"67,539"
48,395,TX,Robertson County,16.9,"50,816"
37,155,NC,Robeson County,27.9,"38,613"
27,133,MN,Rock County,9.7,"67,389"
31,149,NE,Rock County,14.0,"53,120"
55,105,WI,Rock County,10.1,"66,383"
17,161,IL,Rock Island County,16.5,"58,171"
51,163,VA,Rockbridge County,10.2,"59,252"
21,203,KY,Rockcastle County,21.3,"43,378"
13,247,GA,Rockdale County,13.6,"65,746"
33,015,NH,Rockingham County,4.6,"104,281"
37,157,NC,Rockingham County,18.1,"46,868"
51,165,VA,Rockingham County,8.3,"72,392"
36,087,NY,Rockland County,15.2,"98,054"
48,397,TX,Rockwall County,5.1,"120,696"
40,129,OK,Roger Mills County,15.0,"54,944"
40,131,OK,Rogers County,9.7,"69,436"
38,079,ND,Rolette County,27.2,"47,394"
20,163,KS,Rooks County,10.0,"51,957"
30,085,MT,Roosevelt County,25.3,"47,266"
35,041,NM,Roosevelt County,21.1,"46,977"
26,143,MI,Roscommon County,17.8,"50,822"
27,135,MN,Roseau County,9.9,"69,341"
30,087,MT,Rosebud County,17.6,"61,331"
39,141,OH,Ross County,18.9,"53,068"
08,107,CO,Routt County,6.0,"93,776"
21,205,KY,Rowan County,20.9,"52,451"
37,159,NC,Rowan County,17.0,"56,441"
48,399,TX,Runnels County,15.3,"48,190"
18,139,IN,Rush County,11.0,"60,486"
20,165,KS,Rush County,13.1,"53,110"
48,401,TX,Rusk County,16.8,"53,186"
55,107,WI,Rusk County,13.8,"51,585"
01,113,AL,Russell County,21.7,"44,849"
20,167,KS,Russell County,14.5,"48,071"
21,207,KY,Russell County,27.0,"40,454"
51,167,VA,Russell County,18.4,"45,254"
37,161,NC,Rutherford County,17.5,"44,477"
47,149,TN,Rutherford County,8.7,"77,942"
50,021,VT,Rutland County,10.5,"59,916"
48,403,TX,Sabine County,16.3,"46,233"
22,085,LA,Sabine Parish,19.7,"44,952"
19,161,IA,Sac County,10.0,"66,007"
06,067,CA,Sacramento County,13.0,"79,611"
23,023,ME,Sagadahoc County,8.7,"75,624"
26,145,MI,Saginaw County,20.7,"50,992"
08,109,CO,Saguache County,21.6,"43,366"
51,775,VA,Salem city,10.5,"60,740"
34,033,NJ,Salem County,12.0,"69,844"
05,125,AR,Saline County,8.5,"68,107"
17,165,IL,Saline County,17.6,"50,914"
20,169,KS,Saline County,12.9,"57,643"
29,195,MO,Saline County,13.7,"51,994"
31,151,NE,Saline County,10.1,"63,187"
49,035,UT,Salt Lake County,8.8,"80,676"
45,081,SC,Saluda County,16.5,"50,440"
37,163,NC,Sampson County,20.4,"48,267"
48,405,TX,San Augustine County,22.7,"43,335"
06,069,CA,San Benito County,8.9,"95,187"
06,071,CA,San Bernardino County,13.2,"74,218"
06,073,CA,San Diego County,10.7,"90,756"
06,075,CA,San Francisco County,11.4,"119,776"
48,407,TX,San Jacinto County,17.3,"52,302"
06,077,CA,San Joaquin County,12.3,"79,598"
08,111,CO,San Juan County,13.8,"54,146"
35,045,NM,San Juan County,24.3,"49,977"
49,037,UT,San Juan County,26.8,"48,071"
53,055,WA,San Juan County,10.8,"71,678"
06,079,CA,San Luis Obispo County,13.1,"79,688"
06,081,CA,San Mateo County,6.8,"131,151"
08,113,CO,San Miguel County,9.0,"79,742"
35,047,NM,San Miguel County,21.4,"43,564"
48,409,TX,San Patricio County,16.4,"58,227"
48,411,TX,San Saba County,17.9,"45,437"
46,111,SD,Sanborn County,12.4,"61,286"
30,089,MT,Sanders County,14.7,"50,270"
35,043,NM,Sandoval County,9.4,"72,545"
39,143,OH,Sandusky County,13.1,"54,399"
17,167,IL,Sangamon County,14.4,"68,476"
26,151,MI,Sanilac County,14.5,"49,541"
49,039,UT,Sanpete County,11.7,"62,098"
06,083,CA,Santa Barbara County,15.2,"83,185"
06,085,CA,Santa Clara County,6.9,"141,161"
04,023,AZ,Santa Cruz County,20.4,"49,216"
06,087,CA,Santa Cruz County,10.6,"90,370"
35,049,NM,Santa Fe County,12.3,"67,311"
12,113,FL,Santa Rosa County,8.9,"80,837"
12,115,FL,Sarasota County,8.6,"71,630"
36,091,NY,Saratoga County,7.7,"87,154"
38,081,ND,Sargent County,9.0,"69,666"
31,153,NE,Sarpy County,5.5,"88,913"
55,111,WI,Sauk County,9.7,"70,254"
31,155,NE,Saunders County,7.3,"78,689"
55,113,WI,Sawyer County,14.4,"51,748"
36,093,NY,Schenectady County,12.9,"72,357"
48,413,TX,Schleicher County,14.8,"52,408"
13,249,GA,Schley County,16.1,"53,369"
36,095,NY,Schoharie County,12.9,"67,080"
26,153,MI,Schoolcraft County,13.9,"49,735"
17,169,IL,Schuyler County,12.3,"57,839"
29,197,MO,Schuyler County,13.1,"49,163"
36,097,NY,Schuyler County,13.6,"57,706"
42,107,PA,Schuylkill County,12.8,"57,868"
39,145,OH,Scioto County,23.9,"43,981"
29,199,MO,Scotland County,14.2,"48,665"
37,165,NC,Scotland County,24.4,"44,060"
05,127,AR,Scott County,17.3,"39,974"
17,171,IL,Scott County,11.5,"63,510"
18,143,IN,Scott County,14.4,"54,747"
19,163,IA,Scott County,12.9,"66,443"
20,171,KS,Scott County,7.2,"66,233"
21,209,KY,Scott County,9.5,"71,961"
27,139,MN,Scott County,4.6,"108,730"
28,123,MS,Scott County,19.1,"41,496"
29,201,MO,Scott County,15.9,"49,257"
47,151,TN,Scott County,22.4,"40,788"
51,169,VA,Scott County,19.6,"42,894"
31,157,NE,Scotts Bluff County,13.6,"53,206"
13,251,GA,Screven County,20.3,"45,061"
48,415,TX,Scurry County,15.1,"49,727"
05,129,AR,Searcy County,20.9,"35,422"
05,131,AR,Sebastian County,19.5,"49,170"
08,115,CO,Sedgwick County,14.2,"45,645"
20,173,KS,Sedgwick County,13.3,"60,540"
12,117,FL,Seminole County,9.4,"70,470"
13,253,GA,Seminole County,23.3,"41,917"
40,133,OK,Seminole County,20.1,"42,053"
36,099,NY,Seneca County,13.4,"60,985"
39,147,OH,Seneca County,12.0,"59,292"
47,153,TN,Sequatchie County,13.6,"55,099"
40,135,OK,Sequoyah County,19.6,"43,293"
05,133,AR,Sevier County,18.3,"46,651"
47,155,TN,Sevier County,13.2,"51,771"
49,041,UT,Sevier County,9.7,"68,303"
20,175,KS,Seward County,13.7,"61,897"
31,159,NE,Seward County,7.8,"75,305"
48,417,TX,Shackelford County,12.0,"61,351"
29,203,MO,Shannon County,21.5,"36,683"
28,125,MS,Sharkey County,35.1,"32,650"
05,135,AR,Sharp County,18.3,"39,183"
06,089,CA,Shasta County,14.0,"60,187"
55,115,WI,Shawano County,9.7,"62,669"
20,177,KS,Shawnee County,14.6,"56,625"
55,117,WI,Sheboygan County,8.7,"64,133"
01,117,AL,Shelby County,7.7,"85,457"
17,173,IL,Shelby County,10.3,"55,725"
18,145,IN,Shelby County,9.9,"64,528"
19,165,IA,Shelby County,8.0,"64,534"
21,211,KY,Shelby County,9.4,"72,524"
29,205,MO,Shelby County,14.3,"50,838"
39,149,OH,Shelby County,10.7,"63,848"
47,157,TN,Shelby County,18.0,"54,931"
48,419,TX,Shelby County,19.6,"43,244"
51,171,VA,Shenandoah County,9.8,"65,308"
27,141,MN,Sherburne County,6.0,"92,205"
20,179,KS,Sheridan County,11.1,"58,786"
30,091,MT,Sheridan County,11.8,"56,095"
31,161,NE,Sheridan County,13.3,"47,543"
38,083,ND,Sheridan County,16.5,"49,374"
56,033,WY,Sheridan County,9.5,"63,745"
20,181,KS,Sherman County,13.5,"54,207"
31,163,NE,Sherman County,11.1,"54,771"
41,055,OR,Sherman County,12.8,"69,892"
48,421,TX,Sherman County,12.0,"62,557"
26,155,MI,Shiawassee County,10.8,"53,197"
16,079,ID,Shoshone County,17.9,"47,699"
27,143,MN,Sibley County,9.0,"73,913"
06,091,CA,Sierra County,12.3,"60,659"
35,051,NM,Sierra County,26.7,"37,660"
30,093,MT,Silver Bow County,13.0,"52,495"
21,213,KY,Simpson County,13.6,"58,531"
28,127,MS,Simpson County,21.3,"43,757"
19,167,IA,Sioux County,6.6,"84,283"
31,165,NE,Sioux County,15.5,"46,834"
38,085,ND,Sioux County,42.8,"40,307"
06,093,CA,Siskiyou County,16.8,"50,069"
02,220,AK,Sitka Borough,8.6,"78,248"
53,057,WA,Skagit County,11.6,"72,831"
02,230,AK,Skagway Municipality,6.1,"65,712"
53,059,WA,Skamania County,10.9,"75,158"
38,087,ND,Slope County,12.8,"57,922"
20,183,KS,Smith County,12.1,"49,756"
28,129,MS,Smith County,17.0,"48,335"
47,159,TN,Smith County,11.7,"56,567"
48,423,TX,Smith County,13.0,"62,903"
51,173,VA,Smyth County,17.5,"42,303"
53,061,WA,Snohomish County,7.2,"99,650"
42,109,PA,Snyder County,9.7,"61,208"
35,053,NM,Socorro County,22.2,"38,817"
06,095,CA,Solano County,10.0,"87,348"
23,025,ME,Somerset County,14.8,"51,040"
24,039,MD,Somerset County,23.6,"47,131"
34,035,NJ,Somerset County,5.5,"123,708"
42,111,PA,Somerset County,12.9,"53,770"
48,425,TX,Somervell County,9.3,"68,280"
06,097,CA,Sonoma County,9.1,"92,999"
45,000,SC,South Carolina,14.5,"59,447"
46,000,SD,South Dakota,11.9,"66,843"
51,175,VA,Southampton County,14.1,"57,965"
02,240,AK,Southeast Fairbanks Census Area,12.9,"68,347"
13,255,GA,Spalding County,21.3,"52,902"
45,083,SC,Spartanburg County,13.7,"60,470"
18,147,IN,Spencer County,8.1,"62,311"
21,215,KY,Spencer County,7.4,"91,160"
46,115,SD,Spink County,11.2,"62,269"
53,063,WA,Spokane County,11.2,"65,571"
51,177,VA,Spotsylvania County,7.2,"100,162"
22,087,LA,St. Bernard Parish,21.7,"46,938"
29,183,MO,St. Charles County,5.3,"92,029"
22,089,LA,St. Charles Parish,11.8,"70,224"
01,115,AL,St. Clair County,12.8,"63,015"
17,163,IL,St. Clair County,13.3,"66,422"
26,147,MI,St. Clair County,11.1,"61,466"
29,185,MO,St. Clair County,18.2,"41,754"
55,109,WI,St. Croix County,5.4,"94,629"
05,123,AR,St. Francis County,32.2,"36,781"
29,187,MO,St. Francois County,18.0,"48,557"
22,091,LA,St. Helena Parish,25.3,"41,937"
22,093,LA,St. James Parish,17.0,"60,466"
22,095,LA,St. John the Baptist Parish,16.8,"58,548"
12,109,FL,St. Johns County,6.3,"94,662"
18,141,IN,St. Joseph County,14.3,"59,325"
26,149,MI,St. Joseph County,12.4,"58,400"
22,097,LA,St. Landry Parish,26.3,"39,806"
36,089,NY,St. Lawrence County,15.0,"55,531"
29,510,MO,St. Louis city,21.5,"49,246"
27,137,MN,St. Louis County,13.8,"64,321"
29,189,MO,St. Louis County,10.5,"72,507"
12,111,FL,St. Lucie County,11.4,"62,378"
22,099,LA,St. Martin Parish,18.4,"49,271"
22,101,LA,St. Mary Parish,22.9,"42,757"
24,037,MD,St. Mary's County,7.8,"106,539"
22,103,LA,St. Tammany Parish,12.7,"68,616"
20,185,KS,Stafford County,12.4,"52,542"
51,179,VA,Stafford County,5.4,"116,569"
06,099,CA,Stanislaus County,14.1,"73,151"
46,117,SD,Stanley County,7.5,"73,957"
37,167,NC,Stanly County,14.5,"57,465"
20,187,KS,Stanton County,10.9,"65,457"
31,167,NE,Stanton County,7.1,"71,709"
17,175,IL,Stark County,11.4,"58,265"
38,089,ND,Stark County,10.1,"73,453"
39,151,OH,Stark County,12.8,"59,205"
18,149,IN,Starke County,14.2,"57,994"
48,427,TX,Starr County,31.6,"33,535"
51,790,VA,Staunton city,12.0,"54,508"
29,186,MO,Ste. Genevieve County,10.3,"63,729"
27,145,MN,Stearns County,13.5,"67,213"
27,147,MN,Steele County,9.1,"70,093"
38,091,ND,Steele County,8.5,"77,013"
13,257,GA,Stephens County,16.7,"47,909"
40,137,OK,Stephens County,18.9,"49,840"
48,429,TX,Stephens County,16.2,"46,064"
17,177,IL,Stephenson County,12.1,"56,263"
48,431,TX,Sterling County,11.8,"69,212"
18,151,IN,Steuben County,9.7,"65,407"
36,101,NY,Steuben County,13.7,"57,584"
20,189,KS,Stevens County,9.9,"64,368"
27,149,MN,Stevens County,11.9,"64,585"
53,065,WA,Stevens County,13.6,"60,180"
13,259,GA,Stewart County,31.4,"37,318"
47,161,TN,Stewart County,13.3,"56,764"
30,095,MT,Stillwater County,8.1,"75,820"
29,207,MO,Stoddard County,17.9,"46,818"
37,169,NC,Stokes County,13.1,"57,763"
05,137,AR,Stone County,20.8,"37,782"
28,131,MS,Stone County,16.6,"51,353"
29,209,MO,Stone County,14.6,"53,039"
48,433,TX,Stonewall County,15.5,"49,813"
32,029,NV,Storey County,7.0,"79,281"
19,169,IA,Story County,17.9,"65,137"
33,017,NH,Strafford County,8.9,"91,928"
38,093,ND,Stutsman County,11.7,"63,871"
56,035,WY,Sublette County,7.1,"76,703"
51,800,VA,Suffolk city,10.6,"78,090"
25,025,MA,Suffolk County,18.5,"77,163"
36,103,NY,Suffolk County,6.4,"112,681"
18,153,IN,Sullivan County,16.2,"47,606"
29,211,MO,Sullivan County,16.1,"46,864"
33,019,NH,Sullivan County,9.1,"64,919"
36,105,NY,Sullivan County,17.1,"57,017"
42,113,PA,Sullivan County,12.9,"55,516"
47,163,TN,Sullivan County,17.1,"49,489"
46,119,SD,Sully County,7.5,"62,078"
54,089,WV,Summers County,24.8,"40,704"
08,117,CO,Summit County,6.7,"90,297"
39,153,OH,Summit County,12.5,"63,191"
49,043,UT,Summit County,5.8,"124,354"
20,191,KS,Sumner County,12.2,"58,342"
47,165,TN,Sumner County,8.6,"71,268"
01,119,AL,Sumter County,35.1,"29,490"
12,119,FL,Sumter County,9.5,"69,707"
13,261,GA,Sumter County,27.9,"39,008"
45,085,SC,Sumter County,20.0,"48,286"
28,133,MS,Sunflower County,38.7,"34,017"
37,171,NC,Surry County,16.1,"51,820"
51,181,VA,Surry County,12.2,"61,358"
42,115,PA,Susquehanna County,12.0,"56,995"
10,005,DE,Sussex County,11.5,"70,500"
34,037,NJ,Sussex County,6.1,"99,695"
51,183,VA,Sussex County,19.5,"54,282"
06,101,CA,Sutter County,15.5,"63,246"
48,435,TX,Sutton County,13.9,"59,905"
12,121,FL,Suwannee County,20.6,"46,284"
37,173,NC,Swain County,17.4,"47,838"
30,097,MT,Sweet Grass County,9.7,"61,454"
56,037,WY,Sweetwater County,9.2,"74,677"
27,151,MN,Swift County,10.8,"59,516"
48,437,TX,Swisher County,20.9,"45,509"
18,155,IN,Switzerland County,13.9,"57,362"
13,263,GA,Talbot County,23.3,"42,646"
24,041,MD,Talbot County,9.4,"78,931"
13,265,GA,Taliaferro County,23.0,"40,045"
01,121,AL,Talladega County,19.1,"47,331"
28,135,MS,Tallahatchie County,33.7,"35,671"
01,123,AL,Tallapoosa County,18.3,"47,444"
19,171,IA,Tama County,12.9,"61,660"
29,213,MO,Taney County,15.6,"47,210"
22,105,LA,Tangipahoa Parish,17.8,"51,596"
35,055,NM,Taos County,18.6,"45,626"
48,439,TX,Tarrant County,11.6,"71,399"
28,137,MS,Tate County,14.9,"54,882"
13,267,GA,Tattnall County,28.0,"44,225"
12,123,FL,Taylor County,20.1,"47,083"
13,269,GA,Taylor County,22.7,"41,030"
19,173,IA,Taylor County,12.8,"54,458"
21,217,KY,Taylor County,17.6,"50,258"
48,441,TX,Taylor County,17.9,"53,820"
54,091,WV,Taylor County,16.0,"51,580"
55,119,WI,Taylor County,10.3,"59,473"
17,179,IL,Tazewell County,9.3,"65,427"
51,185,VA,Tazewell County,19.6,"40,728"
06,103,CA,Tehama County,15.6,"53,654"
13,271,GA,Telfair County,30.2,"38,091"
08,119,CO,Teller County,7.9,"76,715"
47,000,TN,Tennessee,13.7,"59,698"
22,107,LA,Tensas Parish,32.1,"31,438"
22,109,LA,Terrebonne Parish,16.9,"59,482"
13,273,GA,Terrell County,26.6,"40,549"
48,443,TX,Terrell County,17.4,"44,343"
48,445,TX,Terry County,22.3,"42,225"
16,081,ID,Teton County,7.4,"84,015"
30,099,MT,Teton County,12.5,"59,787"
56,039,WY,Teton County,5.9,"102,709"
48,000,TX,Texas,14.2,"66,959"
29,215,MO,Texas County,22.0,"41,483"
40,139,OK,Texas County,12.9,"56,229"
31,169,NE,Thayer County,8.9,"56,626"
13,275,GA,Thomas County,19.1,"50,154"
20,193,KS,Thomas County,8.7,"61,169"
31,171,NE,Thomas County,11.8,"53,019"
48,447,TX,Throckmorton County,15.0,"46,253"
31,173,NE,Thurston County,19.0,"52,202"
53,067,WA,Thurston County,9.9,"81,544"
13,277,GA,Tift County,21.4,"48,717"
41,057,OR,Tillamook County,14.6,"56,158"
40,141,OK,Tillman County,20.9,"44,231"
36,107,NY,Tioga County,11.7,"64,052"
42,117,PA,Tioga County,13.3,"56,920"
28,139,MS,Tippah County,19.0,"49,254"
18,157,IN,Tippecanoe County,17.7,"55,192"
18,159,IN,Tipton County,9.0,"67,866"
47,167,TN,Tipton County,13.1,"62,814"
28,141,MS,Tishomingo County,15.7,"47,839"
48,449,TX,Titus County,16.0,"49,513"
21,219,KY,Todd County,18.9,"51,189"
27,153,MN,Todd County,13.1,"58,012"
46,121,SD,Todd County,39.8,"36,362"
09,013,CT,Tolland County,11.1,"86,430"
48,451,TX,Tom Green County,13.2,"60,750"
36,109,NY,Tompkins County,16.2,"65,402"
49,045,UT,Tooele County,5.6,"90,591"
30,101,MT,Toole County,14.6,"49,297"
13,279,GA,Toombs County,22.9,"45,253"
35,057,NM,Torrance County,22.7,"45,684"
38,095,ND,Towner County,11.4,"66,452"
13,281,GA,Towns County,13.6,"51,810"
38,097,ND,Traill County,9.9,"72,320"
37,175,NC,Transylvania County,12.5,"61,737"
27,155,MN,Traverse County,12.6,"60,270"
48,453,TX,Travis County,11.2,"84,519"
30,103,MT,Treasure County,12.1,"58,275"
20,195,KS,Trego County,10.5,"56,619"
55,121,WI,Trempealeau County,9.6,"63,235"
13,283,GA,Treutlen County,21.8,"40,947"
21,221,KY,Trigg County,17.2,"52,511"
21,223,KY,Trimble County,13.3,"62,902"
06,105,CA,Trinity County,19.1,"45,508"
48,455,TX,Trinity County,17.1,"46,569"
46,123,SD,Tripp County,20.5,"50,688"
13,285,GA,Troup County,15.6,"49,557"
47,169,TN,Trousdale County,17.8,"49,014"
39,155,OH,Trumbull County,15.5,"51,838"
54,093,WV,Tucker County,14.7,"49,097"
06,107,CA,Tulare County,18.7,"57,398"
40,143,OK,Tulsa County,14.7,"59,232"
28,143,MS,Tunica County,26.6,"37,886"
06,109,CA,Tuolumne County,13.2,"61,396"
13,287,GA,Turner County,26.2,"37,477"
46,125,SD,Turner County,9.7,"66,854"
01,125,AL,Tuscaloosa County,14.7,"56,274"
39,157,OH,Tuscarawas County,12.4,"58,282"
26,157,MI,Tuscola County,13.0,"52,365"
13,289,GA,Twiggs County,21.1,"47,382"
16,083,ID,Twin Falls County,13.4,"57,487"
48,457,TX,Tyler County,17.5,"46,955"
54,095,WV,Tyler County,14.0,"51,594"
37,177,NC,Tyrrell County,21.1,"39,970"
56,041,WY,Uinta County,9.4,"70,162"
49,047,UT,Uintah County,11.9,"64,105"
36,111,NY,Ulster County,11.3,"77,427"
41,059,OR,Umatilla County,13.2,"58,764"
47,171,TN,Unicoi County,14.5,"44,971"
05,139,AR,Union County,17.8,"47,315"
12,125,FL,Union County,22.7,"48,667"
13,291,GA,Union County,12.0,"59,494"
17,181,IL,Union County,17.0,"52,384"
18,161,IN,Union County,11.2,"65,572"
19,175,IA,Union County,12.8,"55,698"
21,225,KY,Union County,18.4,"50,862"
28,145,MS,Union County,14.1,"51,678"
34,039,NJ,Union County,9.3,"85,926"
35,059,NM,Union County,19.5,"41,518"
37,179,NC,Union County,7.7,"87,553"
39,159,OH,Union County,5.5,"98,167"
41,061,OR,Union County,17.5,"53,294"
42,119,PA,Union County,12.1,"67,424"
45,087,SC,Union County,20.1,"43,615"
46,127,SD,Union County,6.5,"87,314"
47,173,TN,Union County,15.6,"51,102"
22,111,LA,Union Parish,20.8,"43,746"
00,000,US,United States,12.8,"69,717"
48,459,TX,Upshur County,14.9,"51,634"
54,097,WV,Upshur County,18.6,"49,704"
13,293,GA,Upson County,18.8,"47,140"
48,461,TX,Upton County,15.6,"49,340"
49,000,UT,Utah,8.7,"79,449"
49,049,UT,Utah County,8.1,"86,597"
48,463,TX,Uvalde County,20.5,"48,438"
48,465,TX,Val Verde County,18.8,"50,532"
35,061,NM,Valencia County,18.8,"50,510"
16,085,ID,Valley County,8.3,"69,425"
30,105,MT,Valley County,11.8,"55,338"
31,175,NE,Valley County,11.4,"52,336"
05,141,AR,Van Buren County,17.1,"39,629"
19,177,IA,Van Buren County,12.7,"53,210"
26,159,MI,Van Buren County,13.3,"59,240"
47,175,TN,Van Buren County,17.0,"45,565"
39,161,OH,Van Wert County,8.9,"61,842"
48,467,TX,Van Zandt County,13.3,"59,929"
37,181,NC,Vance County,20.8,"45,557"
18,163,IN,Vanderburgh County,13.9,"53,795"
42,121,PA,Venango County,13.1,"56,992"
06,111,CA,Ventura County,8.9,"95,819"
17,183,IL,Vermilion County,19.7,"49,825"
22,113,LA,Vermilion Parish,20.2,"52,070"
18,165,IN,Vermillion County,12.4,"53,540"
50,000,VT,Vermont,10.2,"72,415"
29,217,MO,Vernon County,19.3,"48,273"
55,123,WI,Vernon County,14.7,"60,041"
22,115,LA,Vernon Parish,17.7,"51,401"
48,469,TX,Victoria County,16.2,"57,142"
18,167,IN,Vigo County,20.4,"48,421"
55,125,WI,Vilas County,11.5,"61,716"
39,163,OH,Vinton County,19.3,"46,511"
51,000,VA,Virginia,10.3,"80,926"
51,810,VA,Virginia Beach city,9.4,"81,364"
12,127,FL,Volusia County,13.8,"58,246"
17,185,IL,Wabash County,14.5,"56,183"
18,169,IN,Wabash County,11.2,"62,193"
27,157,MN,Wabasha County,7.4,"68,843"
20,197,KS,Wabaunsee County,7.7,"72,031"
27,159,MN,Wadena County,12.7,"55,215"
40,145,OK,Wagoner County,9.7,"70,603"
53,069,WA,Wahkiakum County,11.7,"64,777"
37,183,NC,Wake County,9.4,"91,558"
12,129,FL,Wakulla County,10.1,"71,962"
23,027,ME,Waldo County,13.1,"58,262"
01,127,AL,Walker County,20.2,"46,343"
13,295,GA,Walker County,14.2,"47,810"
48,471,TX,Walker County,23.9,"43,012"
53,071,WA,Walla Walla County,12.1,"63,631"
20,199,KS,Wallace County,12.4,"59,241"
48,473,TX,Waller County,13.6,"65,437"
41,063,OR,Wallowa County,12.9,"58,311"
38,099,ND,Walsh County,11.9,"61,472"
28,147,MS,Walthall County,23.7,"37,080"
12,131,FL,Walton County,12.4,"64,779"
13,297,GA,Walton County,10.7,"73,839"
46,129,SD,Walworth County,16.4,"53,162"
55,127,WI,Walworth County,10.3,"70,688"
19,179,IA,Wapello County,15.5,"55,297"
38,101,ND,Ward County,9.4,"69,957"
48,475,TX,Ward County,14.1,"58,461"
13,299,GA,Ware County,24.3,"43,065"
13,301,GA,Warren County,25.6,"40,361"
17,187,IL,Warren County,13.3,"61,734"
18,171,IN,Warren County,8.9,"63,154"
19,181,IA,Warren County,5.4,"85,704"
21,227,KY,Warren County,14.8,"59,223"
28,149,MS,Warren County,20.7,"50,060"
29,219,MO,Warren County,7.9,"71,073"
34,041,NJ,Warren County,9.3,"82,900"
36,113,NY,Warren County,10.2,"69,314"
37,185,NC,Warren County,19.9,"44,794"
39,165,OH,Warren County,5.9,"97,011"
42,123,PA,Warren County,12.3,"54,073"
47,177,TN,Warren County,15.6,"48,444"
51,187,VA,Warren County,9.2,"73,546"
18,173,IN,Warrick County,6.8,"83,005"
49,051,UT,Wasatch County,4.9,"102,206"
41,065,OR,Wasco County,13.3,"59,638"
27,161,MN,Waseca County,8.8,"69,110"
56,043,WY,Washakie County,10.2,"62,176"
55,129,WI,Washburn County,11.8,"57,536"
53,000,WA,Washington,9.9,"84,155"
01,129,AL,Washington County,20.6,"49,795"
05,143,AR,Washington County,12.4,"64,218"
08,121,CO,Washington County,11.6,"57,522"
12,133,FL,Washington County,19.2,"47,930"
13,303,GA,Washington County,22.6,"46,051"
16,087,ID,Washington County,13.7,"51,067"
17,189,IL,Washington County,8.5,"66,746"
18,175,IN,Washington County,11.3,"57,348"
